[2025-03-10 12:53:46:33] / [INFO]	Sync delay: 450 msec
[2025-03-10 12:53:54:901] / [INFO]	starting
[2025-03-10 12:53:54:901] / [INFO]	SocketActive.Initialize = 1
[2025-03-10 12:53:54:901] / [INFO]	 SocketActive.Initialize :  = No such CSimpleSocket error
[2025-03-10 12:53:54:901] / [INFO]	 IsSocketValid() = 1
[2025-03-10 12:53:54:901] / [INFO]	SocketActive.Open = 1
[2025-03-10 12:53:54:901] / [INFO]	 SocketActive.Open :  = No such CSimpleSocket error
[2025-03-10 12:53:54:901] / [INFO]	 IsSocketValid() = 1
[2025-03-10 12:53:55:686] / [INFO]	Command: a
[2025-03-10 12:53:55:686] / [INFO]	GET API VERSION[2025-03-10 12:53:55:686] / [INFO]	SocketActive.Send = 4
[2025-03-10 12:53:55:686] / [INFO]	 SocketActive.Send :  = No such CSimpleSocket error
[2025-03-10 12:53:55:686] / [INFO]	 IsSocketValid() = 1
[2025-03-10 12:53:55:686] / [INFO]	listening...
[2025-03-10 12:53:55:686] / [INFO]	SocketActive.Receive = a
[2025-03-10 12:53:55:686] / [INFO]	 SocketActive.Receive :  = No socket error.
[2025-03-10 12:53:55:686] / [INFO]	 IsSocketValid() = 1
[2025-03-10 12:53:55:686] / [INFO]	
