357145	0
357170	0
357804	0
357829	0
600000	0
600025	0
600795	0
600820	25890
601150	25890
601175	0
601945	0
601970	9298
602604	9298
602629	32767
602791	32767
602816	9298
603450	9298
603475	0
604245	0
604270	9298
604904	9298
604929	32767
605091	32767
605116	9298
605750	9298
605775	0
606545	0
606570	9298
607204	9298
607229	32767
607391	32767
607416	9298
608050	9298
608075	0
608845	0
608870	9298
609504	9298
609529	32767
609691	32767
609716	9298
610350	9298
610375	0
611145	0
611170	9298
611804	9298
611829	32767
611991	32767
612016	9298
612650	9298
612675	0
613445	0
613470	9298
614104	9298
614129	32767
614291	32767
614316	9298
614950	9298
614975	0
615745	0
615770	9298
616404	9298
616429	32767
616591	32767
616616	9298
617250	9298
617275	0
618045	0
618070	9298
618704	9298
618729	32767
618891	32767
618916	9298
619550	9298
619575	0
620345	0
620370	9298
621004	9298
621029	32767
621191	32767
621216	9298
621850	9298
621875	0
622645	0
622670	9298
623304	9298
623329	32767
623491	32767
623516	9298
624150	9298
624175	0
624945	0
624970	9298
625604	9298
625629	32767
625791	32767
625816	9298
626450	9298
626475	0
627245	0
627270	9298
627904	9298
627929	32767
628091	32767
628116	9298
628750	9298
628775	0
629545	0
629570	9298
630204	9298
630229	32767
630391	32767
630416	9298
631050	9298
631075	0
631845	0
631870	9298
632504	9298
632529	32767
632691	32767
632716	9298
633350	9298
633375	0
634145	0
634170	9298
634804	9298
634829	32767
634991	32767
635016	9298
635650	9298
635675	0
636445	0
636470	9298
637104	9298
637129	32767
637291	32767
637316	9298
637950	9298
637975	0
638745	0
638770	9298
639404	9298
639429	32767
639591	32767
639616	9298
640250	9298
640275	0
641045	0
641070	9298
641704	9298
641729	32767
641891	32767
641916	9298
642550	9298
642575	0
643345	0
643370	9298
644004	9298
644029	32767
644191	32767
644216	9298
644850	9298
644875	0
645645	0
645670	9298
646304	9298
646329	32767
646491	32767
646516	9298
647150	9298
647175	0
647945	0
647970	9298
648604	9298
648629	32767
648791	32767
648816	9298
649450	9298
649475	0
650245	0
650270	9298
650904	9298
650929	32767
651091	32767
651116	9298
651750	9298
651775	0
652545	0
652570	9298
653204	9298
653229	32767
653391	32767
653416	9298
654050	9298
654075	0
654845	0
654870	9298
655504	9298
655529	32767
655691	32767
655716	9298
656350	9298
656375	0
657145	0
657170	0
657804	0
657829	0
900000	0
900025	0
900795	0
900820	25890
901150	25890
901175	0
901945	0
901970	9298
902604	9298
902629	32767
902791	32767
902816	9298
903450	9298
903475	0
904245	0
904270	9298
904904	9298
904929	32767
905091	32767
905116	9298
905750	9298
905775	0
906545	0
906570	9298
907204	9298
907229	32767
907391	32767
907416	9298
908050	9298
908075	0
908845	0
908870	9298
909504	9298
909529	32767
909691	32767
909716	9298
910350	9298
910375	0
911145	0
911170	9298
911804	9298
911829	32767
911991	32767
912016	9298
912650	9298
912675	0
913445	0
913470	9298
914104	9298
914129	32767
914291	32767
914316	9298
914950	9298
914975	0
915745	0
915770	9298
916404	9298
916429	32767
916591	32767
916616	9298
917250	9298
917275	0
918045	0
918070	9298
918704	9298
918729	32767
918891	32767
918916	9298
919550	9298
919575	0
920345	0
920370	9298
921004	9298
921029	32767
921191	32767
921216	9298
921850	9298
921875	0
922645	0
922670	9298
923304	9298
923329	32767
923491	32767
923516	9298
924150	9298
924175	0
924945	0
924970	9298
925604	9298
925629	32767
925791	32767
925816	9298
926450	9298
926475	0
927245	0
927270	9298
927904	9298
927929	32767
928091	32767
928116	9298
928750	9298
928775	0
929545	0
929570	9298
930204	9298
930229	32767
930391	32767
930416	9298
931050	9298
931075	0
931845	0
931870	9298
932504	9298
932529	32767
932691	32767
932716	9298
933350	9298
933375	0
934145	0
934170	9298
934804	9298
934829	32767
934991	32767
935016	9298
935650	9298
935675	0
936445	0
936470	9298
937104	9298
937129	32767
937291	32767
937316	9298
937950	9298
937975	0
938745	0
938770	9298
939404	9298
939429	32767
939591	32767
939616	9298
940250	9298
940275	0
941045	0
941070	9298
941704	9298
941729	32767
941891	32767
941916	9298
942550	9298
942575	0
943345	0
943370	9298
944004	9298
944029	32767
944191	32767
944216	9298
944850	9298
944875	0
945645	0
945670	9298
946304	9298
946329	32767
946491	32767
946516	9298
947150	9298
947175	0
947945	0
947970	9298
948604	9298
948629	32767
948791	32767
948816	9298
949450	9298
949475	0
950245	0
950270	9298
950904	9298
950929	32767
951091	32767
951116	9298
951750	9298
951775	0
952545	0
952570	9298
953204	9298
953229	32767
953391	32767
953416	9298
954050	9298
954075	0
954845	0
954870	9298
955504	9298
955529	32767
955691	32767
955716	9298
956350	9298
956375	0
957145	0
957170	0
957804	0
957829	0
1200000	0
1200025	0
1200795	0
1200820	25890
1201150	25890
1201175	0
1201945	0
1201970	9298
1202604	9298
1202629	32767
1202791	32767
1202816	9298
1203450	9298
1203475	0
1204245	0
1204270	9298
1204904	9298
1204929	32767
1205091	32767
1205116	9298
1205750	9298
1205775	0
1206545	0
1206570	9298
1207204	9298
1207229	32767
1207391	32767
1207416	9298
1208050	9298
1208075	0
1208845	0
1208870	9298
1209504	9298
1209529	32767
1209691	32767
1209716	9298
1210350	9298
1210375	0
1211145	0
1211170	9298
1211804	9298
1211829	32767
1211991	32767
1212016	9298
1212650	9298
1212675	0
1213445	0
1213470	9298
1214104	9298
1214129	32767
1214291	32767
1214316	9298
1214950	9298
1214975	0
1215745	0
1215770	9298
1216404	9298
1216429	32767
1216591	32767
1216616	9298
1217250	9298
1217275	0
1218045	0
1218070	9298
1218704	9298
1218729	32767
1218891	32767
1218916	9298
1219550	9298
1219575	0
1220345	0
1220370	9298
1221004	9298
1221029	32767
1221191	32767
1221216	9298
1221850	9298
1221875	0
1222645	0
1222670	9298
1223304	9298
1223329	32767
1223491	32767
1223516	9298
1224150	9298
1224175	0
1224945	0
1224970	9298
1225604	9298
1225629	32767
1225791	32767
1225816	9298
1226450	9298
1226475	0
1227245	0
1227270	9298
1227904	9298
1227929	32767
1228091	32767
1228116	9298
1228750	9298
1228775	0
1229545	0
1229570	9298
1230204	9298
1230229	32767
1230391	32767
1230416	9298
1231050	9298
1231075	0
1231845	0
1231870	9298
1232504	9298
1232529	32767
1232691	32767
1232716	9298
1233350	9298
1233375	0
1234145	0
1234170	9298
1234804	9298
1234829	32767
1234991	32767
1235016	9298
1235650	9298
1235675	0
1236445	0
1236470	9298
1237104	9298
1237129	32767
1237291	32767
1237316	9298
1237950	9298
1237975	0
1238745	0
1238770	9298
1239404	9298
1239429	32767
1239591	32767
1239616	9298
1240250	9298
1240275	0
1241045	0
1241070	9298
1241704	9298
1241729	32767
1241891	32767
1241916	9298
1242550	9298
1242575	0
1243345	0
1243370	9298
1244004	9298
1244029	32767
1244191	32767
1244216	9298
1244850	9298
1244875	0
1245645	0
1245670	9298
1246304	9298
1246329	32767
1246491	32767
1246516	9298
1247150	9298
1247175	0
1247945	0
1247970	9298
1248604	9298
1248629	32767
1248791	32767
1248816	9298
1249450	9298
1249475	0
1250245	0
1250270	9298
1250904	9298
1250929	32767
1251091	32767
1251116	9298
1251750	9298
1251775	0
1252545	0
1252570	9298
1253204	9298
1253229	32767
1253391	32767
1253416	9298
1254050	9298
1254075	0
1254845	0
1254870	9298
1255504	9298
1255529	32767
1255691	32767
1255716	9298
1256350	9298
1256375	0
1257145	0
1257170	0
1257804	0
1257829	0
1500000	0
1500025	0
1500795	0
1500820	25890
1501150	25890
1501175	0
1501945	0
1501970	9298
1502604	9298
1502629	32767
1502791	32767
1502816	9298
1503450	9298
1503475	0
1504245	0
1504270	9298
1504904	9298
1504929	32767
1505091	32767
1505116	9298
1505750	9298
1505775	0
1506545	0
1506570	9298
1507204	9298
1507229	32767
1507391	32767
1507416	9298
1508050	9298
1508075	0
1508845	0
1508870	9298
1509504	9298
1509529	32767
1509691	32767
1509716	9298
1510350	9298
1510375	0
1511145	0
1511170	9298
1511804	9298
1511829	32767
1511991	32767
1512016	9298
1512650	9298
1512675	0
1513445	0
1513470	9298
1514104	9298
1514129	32767
1514291	32767
1514316	9298
1514950	9298
1514975	0
1515745	0
1515770	9298
1516404	9298
1516429	32767
1516591	32767
1516616	9298
1517250	9298
1517275	0
1518045	0
1518070	9298
1518704	9298
1518729	32767
1518891	32767
1518916	9298
1519550	9298
1519575	0
1520345	0
1520370	9298
1521004	9298
1521029	32767
1521191	32767
1521216	9298
1521850	9298
1521875	0
1522645	0
1522670	9298
1523304	9298
1523329	32767
1523491	32767
1523516	9298
1524150	9298
1524175	0
1524945	0
1524970	9298
1525604	9298
1525629	32767
1525791	32767
1525816	9298
1526450	9298
1526475	0
1527245	0
1527270	9298
1527904	9298
1527929	32767
1528091	32767
1528116	9298
1528750	9298
1528775	0
1529545	0
1529570	9298
1530204	9298
1530229	32767
1530391	32767
1530416	9298
1531050	9298
1531075	0
1531845	0
1531870	9298
1532504	9298
1532529	32767
1532691	32767
1532716	9298
1533350	9298
1533375	0
1534145	0
1534170	9298
1534804	9298
1534829	32767
1534991	32767
1535016	9298
1535650	9298
1535675	0
1536445	0
1536470	9298
1537104	9298
1537129	32767
1537291	32767
1537316	9298
1537950	9298
1537975	0
1538745	0
1538770	9298
1539404	9298
1539429	32767
1539591	32767
1539616	9298
1540250	9298
1540275	0
1541045	0
1541070	9298
1541704	9298
1541729	32767
1541891	32767
1541916	9298
1542550	9298
1542575	0
1543345	0
1543370	9298
1544004	9298
1544029	32767
1544191	32767
1544216	9298
1544850	9298
1544875	0
1545645	0
1545670	9298
1546304	9298
1546329	32767
1546491	32767
1546516	9298
1547150	9298
1547175	0
1547945	0
1547970	9298
1548604	9298
1548629	32767
1548791	32767
1548816	9298
1549450	9298
1549475	0
1550245	0
1550270	9298
1550904	9298
1550929	32767
1551091	32767
1551116	9298
1551750	9298
1551775	0
1552545	0
1552570	9298
1553204	9298
1553229	32767
1553391	32767
1553416	9298
1554050	9298
1554075	0
1554845	0
1554870	9298
1555504	9298
1555529	32767
1555691	32767
1555716	9298
1556350	9298
1556375	0
1557145	0
1557170	0
1557804	0
1557829	0
